전광훈 쳐 내지 그러냐	FALSE
종교 뜻 무엇 다시 한번 생각 해봐야 할거 같습니다	TRUE
전광훈 목사 란 타이틀 부끄럽네요	FALSE
올해 종교 계 적폐 청산 해	FALSE
기독교 갈등 증폭 이기심 충만 타 종교 시비 확대 아닌가 교회 목사 설교 때 불교 비하는 필수 던데	FALSE
종말 가까워 오고 잇는데  종교 界 도  사랑 타령 그만하지  이웃 원수 사랑 하다  인생 조진 사람 들 한 둘이냐고  거지 부랑  자비 베풀 일 잇어  내 믿는 카톨릭 최고  Einsamkeit 하면서  대인관계 멀리  시류 반대 가는 것  최선 다해 자신 등급 올려  수사 님 기쁘게 할것  어마어마한 富 를 취득  공익 위해 사용 하여  다음 생애 대비 할 것  바티칸 입장 다를 수 잇습니다	FALSE
개 소리 고마  총 칼 들 한판 붙어라 개독 vs 땡중 들 ㅋㅋㅋ	FALSE
불교 개신교 천주교 성공회 원불교 증산교 등  지금 당장 정치 적 행위 접촉 등 끊어야만 할 것  대통령 선거 국 개 의원 선거 철 되면  신자 들 총동원 하여 종단 대리인 정치계 보내거나  정치인 들 긴밀히 공생 하는 짓거리 지금 당장 그만 둬라  대통령 여야 정치인 들 올바른 길 가지 않을 때  종교 들 따끔하게 훈계 해야 하 거늘  오히려 종교 단체 정치화 교단 주의 빠져  이익 도모 전도 교화 사업 발판 삼는 짓은  너희 스스로 사교 임 자인 하는 꼴  교조 들 얼굴 똥칠 하는 격임 깨 달아야만 한다	FALSE
빤 스 조심해라 개독교 여인 들아	FALSE
양 기자  우리나라 순수 종교 원불교 뱁 먹지 말기  타 종교 비교 진정한 종교 이니라	FALSE
그런데 요즘 어느 종교 쪽 우리 들 마음 혼돈 스럽고 무겁게 하고있는데요	FALSE
당신 들 보면 기독교 불교 한국 무슬림 화 되어가는건 수 순 일 것 같은 생각 입니다  모든 종교 자비 사랑 말 잇지만 당신 들 자비 사랑 치맛속 더 구체 적 빤 쓰 속 가능하다는거 이 젠 세상 다 압니	FALSE
한 교총 빠져라  국민 들 편 가르기 하는 넘 들이  무슨   쓰레기 들	FALSE
일제시대 불교 말 해 먼데까지 가지  일제 시기 불교 신사참배 친일 성격 강했던게 맞아 천주교 대놓고 친일 했고	FALSE
전 빤 쓰 추종 잔데 어련하겠어  전빤스 개독교 최고 ㅋㅋㅋ  빤 쓰는 내렸냐 그 래야 전 빤 쓰의 믿음 충만 교인 될 수 있단다  노 빤 쓰는 뭐 프리 패쓰	FALSE
사람 환생 햇 다 하니 환 장 햇 겠지	FALSE
이정명 작가 밤 양 들 도 읽어 보니 상상력 기획 력 대단하던데 이런 류 역사 판타지 종교 소설 우리나라 많이 나오길 기대기대	TRUE
어떤 내용 지 사서 읽고 싶네요 기자 양반 오타 좀 고치 시오 예술 아니라 예수 “ 예수 둘러싼 음모 “	FALSE
복자 윤지충 대한 이야기 김명민 영화 ⟨ 조선 명탐정 편 ⟩ 나오는데 제사 거부 하여 처형 된 것 교황청 동양 문화 대한 몰이 해에서 나온 것 입니다 대 제사 허용 하니 그동안 죽은 사람 들 뭔 지	TRUE
전두환 은 내란음모 사건 무기징역 받은 사람	FALSE
그리 많은 사람 죽이고도 참 오래도 사는 인간	FALSE
치매 환자 놀이 중인 전두환 문어 대가리 위 기 총 소 사해 한다 헬기 탑 승자 들 양심선언 해서 무거운 짐 내려놓으시길	FALSE
국민 죽인 것  봉사 표창장 더 무서운 나라  이 정상 입	FALSE
진작 형장 이슬 사라져 야할 금수 대 일 민국당 토착 왜구 들 비호 덕 아직 목숨 부지 있다 이런 꼴 더 이상 보지 않기 위 해서라도 내년 총선에서 반드시 토착 왜구 들 박멸 합시다	FALSE
전두환 사회 나와있는거 자체 민주주의 대한 모독 우리나라 적 폐가 판치는걸 반증 ㅠㅠ	FALSE
검찰 들  이런 살인마 좀  전수 조사해	FALSE
전두환 버젓이 살아있는 이 상황 그 누가 이해 하겠는가  민주화 열사 들 핏빛 외침 생각 한다면 반드시 죽음 죗값 치르게 해야 할 것	FALSE
전두환 살아있다는게 부끄럽다 ㅠ	FALSE
옛날 같음 어느 날 갑자기 간첩 잡혀가거나 실종 됐을 증인  세상 많이 변했다	FALSE
참고 하세요 천주교 신도 아니라 신자 보통 불립니다	TRUE
그냥 전두환  뭔 놈 전대통령 쿠데타 군인  다 판결 났잖네  종양 구 독자 층  어떤 부류 스스로 밝히는구먼  국민 총 쏜  쿠데타 군인  구태여 전 대통령  우 식어를 삭제 못 하는 걸 보니  그러 구도 정의 운운하는  언론 종양 덩어리	FALSE
살인마 회고록 쓰고 대대손손 떵떵거리 산다는게 말 되나	FALSE
아아 광주  무등산  이여	FALSE
요구 아니라  아직도  진실 밝혀져야 하는 문제  가해자 밝히지 않으면  사후 밝혀 내야 합니다  처음  재판  자서전 사실 밝히고 사죄 했다면  진즉 끝날 일  진실 빛 드러낼 때	FALSE
한쪽 편 말 듣고 판단 한쪽 편 말 믿으 려 한쪽 편 말 듣지못하는자 가 가장 우매 한자 이 같은 우매 한자 들 기만 선동 하기 가장 쉽다 공자  정치 적 이념 적 극렬히 편향 된 단체 무리 들 그 목적 된 기만 선동 언제나 위 같은 우매 한자 들 대상 삼는다  개돼지 못 우매 한자 들이기에  극치 언행 불 일치 위선 자 추악한 술 수의 축재 비리  다른 청년 들 기회 빼앗아가며 내 자식 치부 용 되면 그 만이 더럽고 비열한 조 작 비리 구별 할줄 모른다 이용 하는	FALSE
전두환 그러고도 아직 잘 살고있네  다시 법정 세워야 마땅하다	FALSE
공범 개종 양  신군부 나팔수 개종 양	FALSE
전두환 마빡 한가운데 MG 기관총 한 발 쏴주자 황천 갈 때 조금 기억 하지 않을까	FALSE
전두환 그리고 당신 신군부 하나회 전부 광주 서 석고 되 죄 서해 앞바다 수 장해 그것 광주 시민 용서 받는것이다	FALSE
난 전두환 도 싫지만  천주교 정말 천주교 뭐 하는 곳 ㅎㅎ 의문 스럽다	FALSE
그동안 입다 물 있다 이제 왜	FALSE
바리 총 산시 기고 가족 들 재산 다 환수	FALSE
국민 들 죽이고도 멀쩡히 자유롭게 살아있네  뭔가 확실히 잘 못 됐다  이런자는 괜찮고  남 위해 봉사 표창장 받은 사람  죄인 된다	FALSE
🐕🐕 두 환 사면 복권 취소 해야	FALSE
역사 잊은 민족 미애 없다 전두환 후예 들 아직도 국회 잇다 반드시 건거 잘해야 한다 검찰 개혁 조국 수호 여상규 욕 기사 또 어딜 갓	FALSE
그 시절 너무 많은 사람 들 희생 되었다	FALSE
욕먹으면 오래 산다 말 증명 하시는 분	FALSE
전두환 대통령 아닌데  왜 ㆍ 시간 질질 끌면서 ㆍ  ᆢ 분통 터지네 ㆍ 나중 죽으면  부관참시 하려나 ㆍ	FALSE
글쎄  동안 욕처 먹는 인생  전두환 인생  죽어서도 계속 될 터	FALSE
지나치면 부족한만 못 쇠 태어난 녹이 그 쇠 갉아먹 음 진리 역시 유족 요구 남은자 들 치부 이용 하든 어떤 단체 무리 부터 정치 적 이념 적 이용 지나치면 애도 희생 기렸던 민심  오히려 침 뱉을 염려 크다  로 부터 태어난 수많은 요구 들 이용 들  지나쳐 슬퍼하고 애도 하는 민심 오히려 침 뱉게 만든다면  이는 오히려 희생 욕 되게 하는 쇠 태어난 녹 같은 존재 될 것  지나침을 염려 해야	FALSE
개 못 한 것 자백 국민 머리 한번 조아리고  되  져라 너무 추하다 녀석	FALSE
힘 있는 전두환 이 못건 들 힘없는 박근혜	FALSE
종양 아직도 전 대갈 대통령 이	FALSE
그만 해 지겹다	FALSE
고물 헬기  가까이 오면 소리  땅땅 땅땅  허구  소리 나븐다  총 소리  비슷허	FALSE
그만 울 거처 먹어라 ㆍ 니 이미 하여튼 전라도 말아줘야 한당 전껄ㆍ 동학혁명 조사 해보자고 해봐라	FALSE
김정은 만세	TRUE
뭔 개솔  이 한쪽 편 듣고 만들어 낸 이야기 들리냐  니 가족 니 주변인 들 개죽음 당해서 외칠 때 니 개인 소리 치부 하면되 겠네  더럽고 비열한 자 한 당 비리 역사 아픔 구별 못 하는 당신 니 지금 믿고있는거 로부터 이용 당 있는거다 니 모 를 뿐 ‥	FALSE
지겹다니 이런 이런  감히 어떻게 이런 끔찍한 말 입 담는 자가 있단 말 당신 당신 가족 들 저렇듯  무참 히 당해도 이런 말 하시겠는가	FALSE
배우 김민정 율리아나 김대건 신부 형제 후손 김해 김씨 안경공 파 그 유학 마카오 필리핀 기념 상이 있다	FALSE
한 번 걸어 보고 싶네요	TRUE
감사합니다 편히 잠드소	TRUE
이런게 기 사거리 되나	FALSE
신 선성 당 장례 시설 없어서 주교좌 성당 가야 했던 거 그리고 대통령 집무 공간 때문 신 선성 당 가까운 주교좌 성당 중앙 성당 아닌 남천 성당 할 수 없었다는 이야기 왜 없냐	FALSE
오지말아 달라 하면 가지 마세요  말 그렇지 뜻 아닐거야라고 생각 하는게  우리 들 특징  뜻 그럴 때 많아요	FALSE
가슴 짠 하고 눈물 핑 돌고 엄마 생각 나내요  정치가 아무리 더러워도 투표 꼭 합시다  소중한 주권 한 사람 주권 대한민국 미래 만들고  한 사람 주권 쌓여 이런 훌륭한 대 함 국 대통령 가질수 있습니다	TRUE
만약 조문 조화 받으면 남천동 일대 꽃집 꽃 모자라고 그렇지 않아도 밀리는 도로 완전 주차장 될거고 유족 쉬지도 못 과로 하게 된다  조용한 장례식 우리나라 장례 문화 바꾸는 계기 되길 잘 하고 계신거다	TRUE
우리 대통령 인품 그대로  스며 나오는 풍경 요  소박하지만 품위 우 러 나오는  영 결식 장 모습 숙연 한마음  슬픈 마음 감사 한마음 입니다  우리 소중한 대통령  어머니 여윈 슬픔 국민 들  한마음 마음속 조문 하고있지요  강 여사 님 소천  다 하지못한 효도 그리움 사무치는  우리 대통령 생각 합니다	TRUE
일 반 병실 대통령 어머니 인줄도 몰랏다 하네요	FALSE
기레기 들 기 본 소 양도 못 갖춘 애 들 머 난감 요 개독교 개신교 말 하는거고 천주교도 기독교 포함 되는것도 모르고 타이핑 하니 오자 무식한 소설 난무 하네 공부 좀 해 이 무식한 기레기 들	FALSE
신도 x ⟩ 신자  연 미사 x ⟩ 연도  제발 공부 기사 좀	FALSE
야당 인사 들 특히 황씨 나씨 사진 찍으러 갔네 대통령 발가벗겨 조롱 하던것 들이 가증 스럽고 천박한 것 들	FALSE
기레기 초록 창 검색 하지말고 알 써라 성당 전화하면 다 알려 주신다  또 눈치 없이 남천동 성당 전화  기독교 천주교 성공회 러시아 정교 개신교 등 있다 개신교 기독교 대표 하진 않아  목사 말 듣고 쓰지마라  장례식 장 연도 드리는거고  기도 하면서 위로 해드리고  성당 신자 들 봉사 하시는거다  모든 성당 그 성당 신자 분  돌아가시면 연 도드리 한다  기레기 소설 쓸까 미리 말 하는거  연 미사 돌아가 신분 대해 미사 중   드리는거고 아래 분들 친절히 설명 했 더 수정 하길	FALSE
존경 합니다  대한민국 대통령 문재인  세종 후 최고 나 생각 한다	TRUE
사진 표현 중 연 미사 아니라 연도 임  연 미사 신부 주재 하는 죽은이를 위 위령 미사로 사진 신부 미사 드리지 않고 있다  사진 망 자 위 기도 연도 바치 있는 모습 임  기자 천주교 장례식 장 한번 안 가봤나  좀 공부 좀 하고 쓰기  아무리 자기 종교 아니어도 기사 낼려 하면 좀 공부 해야죠  요즘 인터넷 다 알아볼수 있쟎아	FALSE
저희 집 남천 성당 걸어서 거리인데요  저 사실 가보고 싶은데 그냥 자제 하는 중 이었습니다  사실 남천 성당 근처 도로 자주 밀리는 편인고 그 주위 한적한 주택가 입니다  만약 조 문 객 밀어 닥치 주위 차 밀리는 상황 엄청 시끄러워지고 주민 들 피해 끼칠것 같으니 대통령 배려인것 같습니다  지금 쯤 이면 출상 중 일것 같은데  대통령 어머님 좋은 곳 영 하시길 바랍니다	TRUE
굳이 가는 인간 들 평소 잘 하길	TRUE
삼가 고인 명복 빕니다	TRUE
대통령 아니라 한 가정 평범한 아들 어머니 마지막 하고싶으신 것 같은데 ㅠ	FALSE
우리 재일 먼저 가고싶은데 대통령 님 명령 진심 마음 오지말라고 했으면 오지마라 말좀 들어라	FALSE
삼가 고인 명복 빕니다 울 나라 대통령 님 사람  어머니 잃은 슬픔 이루 말 할 수 없습니다 제발 조용히 어머니 잘 보내 드리게 문 대통령 님  좀 괴롭히지 마세요 오지 말라구 하면 가지 말  언론 또 정치인 각 계층 인사 들 왜 그 리도 말 안 듣고 청개구리 짓 하는지 나도 가고싶지만 마음 기도 드리는데 문 대통령 님 힘내세요 주 샬롬	FALSE
내 생전 이런 대통령 또 만 날수 있을지 ㅠ  내년 투표 국민 되어 잘 해야 합니다 친일 자 태극 엄마 부대 일베 같은 궁민 들 언제나 사람 될지 ㅠㅠ	TRUE
엄마 돌아가시면 제일 슬프다 ㅠㅠ  고인 명복 빕니다	TRUE
오지말라는데 왜 자꾸 가는건데  제발 조용히 가족 장 치르고 싶다는데 사진 기사 나올려고 애쓴다	FALSE
슬프다 힘내세요	TRUE
예수님 지켜주실 꺼에요	TRUE
오지 말라면 좀 오지마라	FALSE
고인 명복 빕니다	TRUE
문재인 대통령 님 사랑 합니다	FALSE
첫 사진 미사 드리는 것 아니라 연도 드리는 것 기자 들 취재 좀 해서 기사 쓰길	FALSE
부산 사람 들 메리 놀 병원 그닥 좋은 여건 병원 아니란 걸 영도 근처 대학병원 곳 동아대 부산 대 고신대 이나 있는데 그 곳 가시다니 거기 조차 대통령 어머니 몰랐다니	TRUE
삼가 고인 명복 빕니다  대통령 님 힘내세요  건강하 셰	TRUE
그냥 그냥 울컥 ㅠ 우리 대통령 님 아	TRUE
마음 함께 애도 합니다	TRUE
명복 빕니다  그 곳 우리 대통령 님 위해 기도 해주세요  우리 대통령 님 잘 지키겠습니다  우리 대통령 님 낳아주시고 잘 길러주시고 이렇게 우리 대통령 님 함께 할수 있도록 해주셔서 고맙습니다  사랑 합니다	TRUE
오지 말라잖아	FALSE
마음 아프네요 부디 천국 가셔서 문제 대통령 님 국정 잘이 끓어 갈수있도록 지켜주십시요	TRUE
오지말라는데 일부러 가서 사진 찍히고싶어서	FALSE
삼가 고인 명복 빕니다  대통령 님 사랑 합니다  힘내세요	TRUE
연도 드리고 있다  연 미사 생판 다른 거 공부 좀해 좀 기레기	FALSE
힘내세요 대통령 님	TRUE
연 미사 아니고 연도  기자 좀 알아보고 팩트 좀 씁시다	FALSE
기자 들 쫌 진짜 연도 몰라 신자 몰라 한국 천주교 용어 조금 공부 기사 쓰지 용어 있는데	FALSE
양산 하늘 공원 울 할아버지 할머니 아버지 계신 곳  햇빛 잘 드는 그 곳 편안한 안식 얻으세요  삼가 고인 명복 빕니다	TRUE
기자  무식함을 흉보지 않을테니  상식 적 것 모르면 공부 좀 하고 쓰라  에그	FALSE
겸손한 모습 겸허 해 집니다 고인 명복 빕니다	TRUE
삼가 고인 명복 빕니다	TRUE
힘내세요 어머니 생전 약속 꼭 지키시고요	TRUE
요즘 기자 들 개돼지 같습니다 기본 지식 없고  개돼지 말 믿지 않는 인	FALSE
천주교 개신교 기독교  좀 공부 좀 하고 기사 써라  학종 대학가 기자 됐냐	FALSE
기자 개신교도 구만  기독교 하질 않나 젤 앞 쓰질 않나	FALSE
맘 너무 아픔니다 삼가고인 명복 빔니다	TRUE
삼가 고인 명복 진심 빕니다	TRUE
시민 조문 받아주셨음 좋겟다 ㅜ	TRUE
흰 소복 차려입고 점잔 성당 주변 들러안아 촛불 기도 해야지  말로 떠들어 대고 더불당 의원 들 머 하냐	FALSE
조 문 오지 마라는데 가지 마세요 살아있는 권력 부모님 가나 야당 의원 들 문 전 박대 당하면서까지 가지 마세요	FALSE
이 아저씨 사이에 많이 늙으셨네 ㅠㅠㅠ	FALSE
성당 못 가게 다 막아놓냐 그냥 집 상 치러라	FALSE
조문 조화 사양 하는데도 꾸역꾸역 오는 걸 보면 대통령 님 말씀 그냥 하는 말 같아 보이 봐요  역 정치 특히 나 오지말라고 하는데도 오는 정치 평소 자기 본심 다른 말 많이 하는 듯  그러니 남도 그런 줄  대통령 님 말씀 진 짠데	FALSE
맞습니다 정말 꼴 보기 싫은 짓 골라 합니다	FALSE
정이 많은 대한민국 국민 정서 ㅠ	TRUE
그래도 가는것이 인지상정 말 그래도 마음 그렇지 않아 이런게 항상 통용 되던 시대 살아왔던 분 들 문 앞 되돌아가는 일이 있어도 일단 오고 보는듯 가족 장 하겠다 하셨지만 그게 어디 되나요 내의 이렇다라는 원칙 그래도 걱정 되는 주변인 들 마음 차이점 어딘가 감안 점 있어 야함 보는 이 들 공감 못 하더라도 이해 해야 할듯	FALSE
조문 조화 사양 하는데도 꾸역꾸역 오는 걸 보면 대통령 님 말씀 그냥 하는 말 같아 보이 봐요  역 정치 특히 나 오지말라고 하는데도 오는 정치 평소 자기 본심 다른 말 많이 하는 듯  그러니 남도 그런 줄  대통령 님 말씀 진 짠데	FALSE
맞습니다 정말 꼴 보기 싫은 짓 골라 합니다	FALSE
정이 많은 대한민국 국민 정서 ㅠ	TRUE
그래도 가는것이 인지상정 말 그래도 마음 그렇지 않아 이런게 항상 통용 되던 시대 살아왔던 분 들 문 앞 되돌아가는 일이 있어도 일단 오고 보는듯 가족 장 하겠다 하셨지만 그게 어디 되나요 내의 이렇다라는 원칙 그래도 걱정 되는 주변인 들 마음 차이점 어딘가 감안 점 있어 야함 보는 이 들 공감 못 하더라도 이해 해야 할듯	TRUE
공감 합니다	TRUE
대단하신 문 통  늘 한결같은 그 마음 존경 합니다 👍👍👍	TRUE
신부 님 선한 뜻 영원히 이어지길 기 도합 니	TRUE
이태석 신부 님 언제나 존경 합니다 ㆍ 신부 님 사랑 바이러스 온 세계 퍼져 그 숭고한 뜻 계속 이어져오고 있습니다 ㆍ 지금 아이티 제 의 이태석 신부 님 주님 증거 계십니다 ㆍ	TRUE
이태석 신부 님 참으로 성인 입니다 사랑 합니다	TRUE
악플 더 많네 씁쓸한 길이 군	FALSE
세계 경영 아니라 사 기 경영	FALSE
분식회계  가짜 매출 신고 해서 금융기관 사기 쳐서 대출받고  해외 비 자금 빼 돌려 은닉 돈 호의호식  사기꾼	FALSE
떼어 먹은 국민 혈세 갚아라 세금 도둑 놈	FALSE
